x,y,z
-1.675418,-3.5615559,0.18182409
3.9806037,-10.353451,11.056458
15.788295,-6.8117747,3.9053373
11.759729,-8.110737,4.8598504
8.843137,-11.952792,0.86216575
7.3055677,-16.994574,-0.70344496
9.675098,-12.044906,-3.5776772
4.127262,-10.942173,10.9320345
4.964721,-14.015974,0.9426578
-1.0609713,3.4001706,3.5245376
6.0445843,-12.920371,11.076744
8.211881,-8.118709,10.136472
5.0318255,-12.130265,14.159975
5.489174,-18.954689,-0.17521298
-1.4778969,-12.940518,6.3666964
5.4278436,-14.035818,9.27474
3.8620446,-12.717836,11.832114
6.8262043,-18.704977,-0.6972272
10.364268,-11.496727,0.98621804
10.18919,-6.978775,2.2087638
6.4146705,-5.9306993,4.1180577
6.2614493,-15.78255,2.8195508
6.9766803,-20.077936,-0.327451
3.2663472,-11.252553,9.012962
6.1996512,6.740231,-7.5263076
5.3469067,-11.021107,6.482675
5.3826375,9.007473,-2.0934732
11.759209,2.5420134,1.7214501
-2.2372007,4.1424546,0.753406
8.398393,-1.1570073,5.0407596
6.2356296,-9.838074,10.740733
6.3420916,-12.631566,9.704384
8.615511,-11.079297,11.364354
4.781021,-11.354983,14.019193
5.7472477,-10.822222,10.8042965
6.519138,18.536356,0.40542206
-1.8632251,-0.5624435,-4.9301915
-12.742138,12.649758,-0.69214207
7.3586516,-10.064375,7.9707108
5.502422,-11.582904,14.009197
6.3903418,-8.898396,9.480487
2.2262862,13.102167,-2.8038123
2.540215,-12.2117815,7.713838
4.14962,1.8573571,0.7580716
6.399988,0.64903295,2.3359895
5.489423,-17.931526,1.8734912
-0.1933587,6.1189227,2.032619
5.5318885,-12.03604,11.78372
3.684395,-12.8626585,12.513876
10.003381,-19.296532,-1.4111468
-8.586056,10.235918,3.4907515
5.0328007,-11.090087,-4.8354096
7.859482,-9.983237,11.646469
6.8533416,-7.347484,11.016734
7.95506,-10.810709,10.951112
6.137028,-7.134318,10.850895
3.0708048,-9.352666,8.542468
11.860176,3.0351458,0.9665254
-3.798319,9.615363,-6.995731
-0.07316629,6.102375,1.6950678
5.730445,-9.254045,11.459211
5.4800367,-11.512479,13.188182
0.49623933,10.032338,-6.044411
5.922851,-12.786321,11.83114
2.5894957,-11.223694,9.41096
6.0626426,-7.479174,10.832186
11.119494,-11.672335,0.9899961
3.3102593,-23.890224,-0.4449036
3.010449,-7.121114,2.7408283
6.4408255,-12.374461,10.99389
10.039926,-19.417145,-1.529126
11.62603,-7.4314933,4.896903
9.438151,2.040173,3.5173507
9.51585,-14.889012,1.8799888
5.693699,-19.159695,-0.12012238
-6.503223,8.195856,-1.7783248
2.8896613,11.519135,-4.906171
10.173596,6.4424047,-2.9024205
11.632265,-7.8593516,5.1236086
4.1856103,14.210337,-3.5103092
2.0855324,-5.5772,2.6301928
-3.3430326,0.018024193,15.781384
4.8812966,-1.500586,2.646942
6.279476,-10.148544,12.560014
7.8921843,-9.368296,11.083003
-19.768559,3.2756965,-11.723854
7.324034,-10.343694,13.198295
3.5026135,-13.156771,12.864945
14.018065,-5.958373,1.7745326
4.946406,-7.17433,2.071866
3.9066265,-11.324889,8.504113
7.6990585,-8.515013,4.688591
7.007248,-15.389172,-6.613761
-1.659731,5.7419977,-3.0243025
11.763504,2.6137931,3.5533226
4.9859667,-17.770866,1.9979272
11.773443,-12.257922,0.25947484
-0.3831605,-13.634299,0.6214284
2.5428889,-12.575541,8.191456
9.803408,-12.044164,-3.6887977
4.031075,2.1591105,2.9860857
-4.425209,5.8385353,1.3708252
8.109243,-11.722551,9.411375
-3.5119562,9.626797,-7.2832394
6.7889276,-11.038134,9.695984
12.178609,-3.1340594,0.6520679
1.3263605,12.70361,-6.5272794
15.493868,-5.667269,2.6082902
1.4915549,10.6769705,-7.374248
2.2282686,-12.635002,9.439908
4.294887,-19.456524,-2.2447176
7.4868245,-10.333329,9.128362
8.648799,-18.081322,2.865524
7.7868557,-8.490029,11.90804
7.01811,4.801439,7.796987
11.475346,3.1675825,-3.5356607
0.3706839,-11.607566,8.2805605
3.3823817,-12.014077,10.297321
2.7630563,-12.433399,11.857104
0.5845452,-11.589435,8.372508
5.610057,-12.46157,11.4404955
8.147358,-11.470955,8.831599
-2.0459888,6.82224,-1.0680004
11.508207,3.2985618,2.062264
3.639601,-14.149118,9.450448
3.17061,-8.612887,6.3893805
7.9872355,-9.505644,11.243343
11.125607,6.157272,-1.5020424
-5.9550967,11.083422,-5.5862556
1.6369576,-13.654746,7.24543
6.385818,-12.462093,8.739251
1.6121219,-12.374469,7.750081
9.9511,-5.4175277,2.2631326
-10.258376,9.217306,3.5462615
5.6930265,-12.840859,1.0560786
5.296923,-9.968632,11.861775
6.7860613,-11.1780205,12.378879
0.0021186264,-16.318222,1.4874562
3.6098013,-12.790737,12.042957
7.268675,-10.075557,8.115285
2.6512358,-13.970322,5.7657795
9.947947,-20.384443,-2.5202217
3.9063606,-11.612005,8.344942
6.3662825,-11.360545,14.450622
8.4069805,-11.531144,8.635989
6.085001,-13.299764,9.712834
2.1162593,-11.49687,8.102344
7.1694245,-12.167429,0.4085413
10.84198,-9.155838,1.1798736
8.401306,-9.577062,11.973381
-12.764457,12.620004,0.33339167
4.484448,-13.742237,10.038578
6.012192,-11.44078,10.959048
9.263807,-11.71735,0.820027
0.9139075,7.9165134,-7.6858788
7.404945,-15.362982,1.6792375
1.8260092,7.375674,-6.841436
5.944291,-9.688648,11.243398
6.515729,6.769588,-7.7358804
10.388015,-12.531431,4.085826
18.076567,-6.6975,3.495142
7.425491,-12.547681,8.867584
7.889827,-8.42402,4.771769
11.765841,2.4958363,4.3454537
-1.2257897,6.5428133,0.059249848
6.283733,-13.633728,10.319731
4.693359,-13.516111,11.441037
-5.250671,0.80180854,17.15498
-6.623512,3.2715375,0.59626585
11.988718,-7.335026,0.434522
7.120441,-10.680014,10.688596
0.251121,-9.819069,3.820385
4.351267,-21.675823,-1.6966097
6.744387,-10.352329,12.680974
13.589903,-5.436288,0.2004579
5.4630284,-12.379987,9.286659
3.168591,-8.991353,6.766701
7.0983124,-1.4723676,0.19780509
6.027775,2.3768857,-8.594743
4.296798,2.437546,2.504423
4.1729817,-19.780592,-2.5449123
4.500443,-11.3334875,13.94493
12.032444,-2.811665,1.772085
-9.423464,9.045529,4.5913625
-4.0854945,6.4369364,4.787262
1.3062788,11.469057,-6.8519545
8.028524,-8.489098,10.432141
5.4348392,-11.444765,13.99974
8.621496,5.4194913,-2.070566
7.930598,-11.682954,10.417645
-0.8849117,4.0556784,-1.7649146
1.8537922,-10.682175,1.0565289
1.6992042,10.059226,-3.2111359
-5.065965,5.6667295,-4.231401
-0.8013374,8.217959,3.1331515
-2.922683,-7.5405526,0.1068094
-3.4417164,4.567056,0.633035
0.8707882,-0.7134926,0.6512578
1.6413907,2.034818,-3.443023
-1.7589967,-7.4306703,0.5592187
3.8153822,-1.5396706,-1.6497984
4.962767,-4.5442185,3.4641984
-0.6338474,-21.634756,0.93127376
6.8085847,3.9414296,-1.0529656
5.002701,5.4111543,-1.4909108
-2.7743094,7.715534,-2.080212
5.8523474,-10.702868,0.54906386
0.027128855,-12.291234,0.69701236
9.583362,11.291594,-0.53001463
6.787194,-6.3377385,1.3888932
-5.927648,-2.8870544,5.019621
-1.0933964,4.0236826,-2.0579572
-5.4734907,-4.102627,6.6490016
-11.781916,-0.7251592,-4.376431
-7.4129415,5.9026217,-8.5717945
-2.0109487,0.5720446,2.0908027
-3.2248807,6.0351863,1.7527436
-12.31611,11.769551,-1.1838145
7.0902567,-16.729828,-1.2983029
7.215998,-19.4189,-2.2510233
0.42901272,-21.76674,-1.4991864
-5.011498,-3.6997573,4.1332464
5.929141,-4.559139,1.6159977
2.5031543,1.6054224,-4.3004913
4.2042556,-20.01623,-5.6567726
-5.0878935,18.80689,4.1088986
7.0140004,-18.187634,-2.40174
-4.728074,8.0790205,-4.465071
2.017904,6.603653,-2.656535
-5.837301,2.6151764,-2.0235004
4.149157,2.3793612,1.2517214
5.124735,-19.770786,-0.53550136
-4.2297726,-8.176653,-0.23043627
-3.669185,-3.0197353,3.8133385
-5.4040117,-9.593062,-1.9056773
2.5811133,-18.243616,-3.907433
12.167601,-4.5036125,7.103649
-4.0068517,18.226309,0.98460174
0.51851404,-22.16064,1.4322716
6.928834,-19.607237,-2.064303
-7.232507,-0.73409224,-2.837359
-3.8192134,10.374492,-2.9795866
-2.8080754,-3.3789356,4.4495244
-10.051587,10.284169,3.3551676
-2.3964794,-3.3862834,1.7033176
1.5954684,-14.921575,5.6056123
7.1606436,-16.087177,-0.12628132
4.816233,-20.669954,-2.5955865
-4.842284,8.275777,-2.3187783
2.9127667,-22.122416,0.25569218
-8.415655,-4.1310754,-2.8725822
4.1452155,-14.956864,-3.272697
2.3899524,2.6497831,-9.516367
-3.4681358,-6.8650312,4.92832
-1.5850613,8.556626,-4.2987585
4.0497603,-20.43646,0.39545333
-2.2416062,-1.4050354,0.5082672
-5.9889107,3.4749887,3.2203813
4.175588,-2.2367587,6.2611713
-2.7513158,-14.633543,1.0677414
5.8677135,1.2248178,-1.4140378
-4.1577463,-6.579807,5.6829953
-14.161615,7.9098086,-3.5023887
4.089771,-8.240252,1.5050434
0.6423159,-12.557834,-2.2892332
-1.7722243,1.4936525,-0.32462662
-2.026769,6.5679913,-0.16537869
6.7390513,-15.6292095,-0.24526112
-3.7710185,-1.2657863,-2.0211225
2.2797153,2.3221712,-3.7444289
-3.025257,-3.8475993,5.432368
6.777812,-19.214909,-1.0421978
3.465942,1.0763655,-0.86027175
-4.2991652,8.11438,-1.8451848
8.672778,-11.829388,-1.6559732
14.522859,-7.506934,0.10893398
4.6562743,-7.722614,1.810902
-3.7414882,-3.507251,0.09699386
0.3310338,-2.0092149,6.187944
-2.5328918,3.7345147,-2.9504004
-2.734751,8.064072,-5.5097275
6.2676916,-4.218162,1.7116156
8.208618,-5.7761197,3.3008926
-5.8332314,3.5518613,2.8520622
1.3579764,-14.597452,1.1934656
-4.817927,-1.3598094,4.1200223
4.9198995,-20.137457,-0.8252377
-4.3557115,2.4733307,12.301524
1.5692534,8.670793,-2.5097477
6.9361424,-11.80422,-6.1323295
-3.5117009,-1.2704327,-1.7123542
4.639124,-5.5196075,0.39532444
7.497986,-13.126878,-2.840934
-3.1864858,-1.8870356,11.9228325
-0.08028934,-12.835099,1.0968035
4.789926,-22.905096,0.91699964
5.8108044,-21.039867,-4.373543
8.633848,-18.743563,-0.37887645
-3.7254472,1.3649765,1.5274229
-6.088955,-9.495814,1.772853
1.760422,-20.932177,-1.6525536
-0.7576733,-6.2611656,-2.1203804
13.427046,-4.4631224,1.5772771
-4.2762094,9.229853,0.7292209
-5.9200153,1.3205017,17.051876
10.224088,-1.0490644,-4.367216
7.2981796,-6.6203303,0.89537495
10.111195,-1.9022543,-5.7356343
5.57032,0.08876706,8.913488
-4.571859,0.22915606,17.580988
-4.0651364,2.858221,-8.707713
6.6307497,-14.385349,-3.383256
-5.0694356,-6.741362,-0.7607042
9.590882,-1.448783,-2.5806417
9.378887,-10.737049,2.9288125
8.108888,-2.2972813,4.2464104
5.776952,-12.360256,1.1356496
-3.970226,1.3591765,16.98861
9.549426,0.5039138,-2.4871688
4.449686,-19.876045,-5.5248985
5.4287114,-16.099762,-4.6422734
-3.414121,-6.2896066,5.3654175
2.4554074,-17.881042,2.5024848
5.5898223,-7.780677,-1.5956086
7.253886,-16.410915,6.2147818
6.9132266,0.99625444,-1.41055
2.7238898,-9.064958,7.660236
1.8026963,11.510563,0.26667014
1.8442705,-24.784119,1.4155751
-1.687819,-10.218886,6.676253
5.441983,-17.427198,-1.8227186
-10.065314,7.7648964,3.7142982
1.1313856,-22.530703,-1.2627398
2.7491677,-14.332913,-2.291729
0.20284079,2.2360954,0.27894872
-0.6834107,-10.68557,7.384877
-4.2319016,-6.33497,5.9214954
-4.0955515,-8.504222,1.1604749
3.0031774,-4.7297463,0.7745951
6.208092,12.711963,-3.2910037
6.762076,-7.1318088,10.48302
-1.0362164,-7.3062363,5.189399
1.9043906,13.532053,-5.6279745
-11.540916,11.170486,-3.3030891
-5.99429,1.1712661,5.73615
1.3587781,13.490475,-3.0836866
3.621561,3.274805,4.177666
1.2355878,-16.944704,0.85246664
-1.7134522,-7.838705,4.5688057
1.6705599,-8.396189,-1.5474397
2.277673,-2.2357004,3.8785388
-4.9320483,9.316746,-2.7089152
2.5834873,-1.2453818,0.75123686
2.9463987,-22.403587,-0.98885965
-14.597413,13.396199,-1.5503387
1.7048513,13.320826,-5.7344904
1.8429266,8.286186,-0.13682678
-0.029720986,-10.410878,-4.254159
10.32638,4.2614303,-2.657612
2.7308455,-11.035454,0.052229855
4.3510656,-23.694656,-2.222842
6.5418096,-1.5235094,8.451957
7.662887,5.5584197,5.5443296
5.6360025,11.153105,-4.8526473
1.5262655,-19.55569,-0.35126877
2.7305558,-14.569995,-2.3556516
9.311931,6.526798,-3.6626961
-4.639618,-6.955321,5.868967
-11.4363165,8.214668,2.8855646
-11.224236,9.375878,3.9621458
-7.836324,2.8331187,4.3309364
9.961739,3.7424316,-2.7548554
-15.115417,6.850979,-15.996439
4.2285995,3.2814472,-0.50468
-6.985287,-3.9146748,5.4026456
-3.5340855,0.4791414,17.926132
-1.1804833,-11.905499,1.411594
-2.7587526,-12.644185,1.5810559
-2.1816835,2.43485,-1.8764465
2.4282024,-13.004193,4.4414954
1.9762808,-22.637148,-3.0519276
9.670888,-1.562388,7.2356234
1.3185973,-2.3857439,6.3946857
-6.889173,-3.1365252,0.30797353
8.791901,3.2167325,-4.346424
9.173906,0.02488408,7.1982327
-2.3943164,-7.9556284,-5.3053746
8.843607,-17.2963,-1.8329226
-0.16028173,-0.9049391,6.6060085
10.565104,-1.1431218,4.4008465
-1.4050771,-13.033956,2.3741708
4.990372,9.693556,-1.3572706
-2.6798527,-9.143806,-6.383974
-2.7498393,-11.907827,2.1452277
9.7450695,1.2093618,3.9097974
5.61468,3.0337243,-1.478252
11.726385,0.15786707,3.3488858
12.110033,-5.583357,1.5994495
9.354502,-0.2409571,7.008867
8.933437,-3.8555536,-4.433525
1.6145927,4.909691,1.2750641
1.7633266,-22.797817,-2.2115428
9.12713,-0.37828547,7.011322
3.290976,-20.106892,1.693574
1.7814829,11.445469,0.17408283
-2.5080283,0.16047539,15.194261
1.5181357,-6.6872063,-5.1747994
7.529598,-2.003424,8.345405
7.514583,-17.476564,-4.133944
9.441011,-1.1090746,7.2000413
5.948558,-18.047482,-5.3935704
-2.911351,-11.700614,1.871938
-0.20433334,-9.883738,5.4221096
1.8297306,-7.7199235,-4.807794
9.282597,0.08667703,4.8220124
5.8702517,-15.363457,-4.00637
-11.489313,-0.9943026,1.0165329
-1.6119246,2.620329,3.3762107
-2.7745705,-12.045275,2.0488307
-0.099310756,1.3792264,13.411908
10.01022,-1.5346522,-2.4154727
10.28308,-0.5424975,4.1970763
9.514565,-13.117317,-5.014089
8.831241,1.1031917,7.074187
11.094137,-0.47854376,2.4326417
4.7263656,8.146266,0.037612572
-3.1346295,4.338643,4.6331635
3.805906,0.0065674633,-8.795852
-8.053457,8.345248,3.9794095
7.556063,2.107539,-2.4272
-2.9883647,-1.969359,18.517954
2.473266,13.440715,-2.572107
7.666645,3.8471107,-1.9805392
2.4640663,15.435184,-4.5383897
5.0451336,2.3632975,10.711487
-7.979812,8.82964,3.475625
5.4038615,0.610535,7.99048
-2.664025,3.466706,-5.9652233
7.95348,9.571948,-3.382407
6.9411497,5.157352,-5.9880195
2.3222857,0.54468244,3.72831
-4.889428,3.0125184,10.013661
-3.0782893,-8.569872,5.9414773
-5.538889,11.333234,-1.0767258
0.5185497,-19.494516,0.4163797
-5.8214726,6.05215,2.7449064
0.41378862,2.0495634,4.896518
0.22521226,2.3470562,5.0640316
5.3984284,-16.550055,-1.810722
3.1217704,-2.8194346,2.2148628
-10.832641,13.837273,-2.3999207
-5.8020625,3.8012416,4.006573
9.067414,-3.2506163,2.3028848
3.588458,4.241883,3.9601088
-1.8886648,6.3564887,-5.729288
5.345404,3.8490956,3.9803479
-2.4451742,-2.8322897,2.7709544
-2.663971,1.7472135,17.04072
5.774541,2.9068513,3.1067991
3.3270497,3.3412676,3.9542558
8.524009,-10.422946,-0.47275165
7.5852537,-19.132288,3.2466245
-4.381187,-1.4182011,18.362434
2.938548,-2.6836483,2.60275
0.2539946,4.1081767,-8.335074
5.3745146,2.9919176,2.6278126
0.86604434,-10.667526,1.0366672
-4.5343475,0.20986094,13.28189
2.3080792,15.20941,-3.9744582
-1.1194276,7.625881,1.3439451
0.90354335,-17.601313,2.9870458
-6.109165,7.316812,-4.672247
-6.6265616,1.5577481,5.280365
9.243021,-1.8250623,1.4053221
8.730144,-20.484709,-1.6095334
-3.9910054,-0.5542163,17.144785
5.289858,3.8020067,3.9896324
1.6263493,7.7005568,0.35433334
0.59467876,-0.11263329,1.840871
-11.57938,12.112611,-0.5837549
2.4227874,4.5933714,3.458899
-1.0926156,1.2047402,14.183654
-12.636779,14.2861595,-4.035091
-4.1552706,2.0043256,14.362671
3.5466237,5.5768914,0.4404774
0.12587933,-1.0474163,2.593326
1.8001074,7.2285557,1.2995145
-1.6148795,-2.331566,2.908438
4.908661,6.1319795,1.7562848
-0.71869737,3.357302,2.6793828
3.7325974,5.7300754,0.16622712
4.0354705,5.5714903,0.6135728
6.292373,1.6936432,3.0067081
-5.437126,14.320667,-0.051400457
-2.9470842,1.8010991,17.042717
9.237015,-17.86295,3.3726165
-2.9828568,-8.21424,7.2455444
6.193241,-14.074651,-2.5068398
0.2841941,1.2250522,3.4085112
12.949141,3.430504,2.822732
5.8765097,-13.078857,-2.8216898
4.460258,-4.329459,7.0517764
-0.095889814,2.5444462,4.8736873
-0.5212652,-0.068062656,3.632341
4.4902253,12.730325,-5.114573
0.30573326,0.95677733,3.3746126
-2.6571183,-11.715708,5.2362986
-5.6029286,11.246603,-1.074587
-3.44951,-7.7460876,6.228807
2.3687015,9.685043,-8.345405
4.352099,-19.744324,-5.493763
-10.384431,12.173823,-1.1681553
7.590959,-1.754499,6.5486355
-4.7566934,0.9313376,-5.632143
6.168443,-19.21569,-3.0100567
5.689558,-16.154062,-3.870223
8.506793,-17.634504,2.1503527
4.571681,-15.758456,-4.2581086
-0.62523127,11.799719,2.3587494
5.370575,-17.735165,-3.3671784
4.0454273,15.636009,1.7830045
9.169142,-0.079819754,-2.7995515
7.9317064,-10.211945,-5.3011475
-3.524751,11.813063,-3.2443388
4.435294,-2.5406115,-5.727413
-4.495424,13.236987,5.289902
3.643544,-1.7141411,1.9660263
4.3721633,-15.330352,-3.678541
11.05749,6.1006274,-3.2399259
3.9393163,1.5995169,-6.1534863
4.8800745,-15.216653,-1.9540163
7.0449395,-3.575174,-2.698752
8.674732,0.5436673,-2.7738476
0.8489656,-0.013645875,-1.5173423
8.768262,3.0402067,-1.7841829
-5.010786,-5.030919,-3.450911
0.19630584,9.462554,2.8748186
-7.5649195,8.8490505,-0.30113947
7.427225,-4.6475005,0.17145665
5.1409574,3.862952,-8.44623
9.3679905,-2.3825498,-0.40073967
11.783685,2.8687556,2.367352
6.2397285,-1.9018111,-2.6736135
7.6734447,-14.302958,-2.4674447
8.764378,-14.7767105,-4.3552384
6.5289655,-3.3476374,-2.6006896
5.455243,-12.837258,-0.6382336
-1.5390604,0.11086634,13.73873
10.157426,5.6215477,-2.5933454
-5.252171,10.478216,-6.8756113
2.356098,-20.449734,-2.6741674
1.3891083,-4.8648562,3.031724
-13.02986,-1.2335578,-4.2374244
6.9536734,-5.2197247,-2.3183064
-5.322751,-5.1660304,-3.053761
-1.2789949,-22.169443,0.7024318
-12.555306,13.290879,-0.5366407
-6.1840816,8.069468,-2.6292753
-9.294294,9.012434,4.3628917
0.9625428,13.132599,-5.4906363
4.698692,-16.751247,-4.5840173
6.2274737,-2.7058277,-2.5824363
2.4390292,-21.781034,-3.4461358
7.405518,-0.80191004,-3.6220424
8.911722,1.1439952,7.170418
-7.9715457,-2.8574812,1.0169338
5.215818,-13.873376,0.6390474
6.9897943,-1.5553641,-3.0726736
-5.165833,1.3264551,17.489168
-7.925467,-6.516269,-4.8725953
-3.0392792,11.944681,-3.5786908
-4.2991414,-11.153218,0.7549614
7.316332,8.113174,0.68087673
-10.022554,10.034971,2.1146636
10.508753,-3.8524637,0.21786274
7.0644913,4.286763,2.1154733
-8.198226,9.304471,2.7040782
-5.825221,-2.9892676,-1.2317759
2.2432764,-7.617351,-0.17400336
5.5663056,0.03812417,-0.23520054
7.678774,1.8131077,-2.3471594
9.193188,-3.3984473,-1.5932488
-11.602176,6.277539,-2.8866765
7.458874,-7.6431503,0.4295894
8.355911,-3.801145,-4.3397107
-5.88755,-5.103468,-2.6986477
2.4241998,-20.396877,-2.8949642
8.412179,2.2036505,-3.0944707
